treatment,species,individual,year,abundance,notes id,order,notes_id,guild,bodylength_mm,stage
control,Alnus,AC11,2020,1,Coleoptera,Coleoptera,Elateridae,Chewing,11.7,Adult
control,Tillia,TC10,2021,1,coleoptera,Coleoptera,endroxena quadrimaculata,Predator,12,Adult
no predators,Alnus,APC22,2021,1,araneae,araneae,NA,Predator,3,NA
no predators,Alnus,APC22,2021,1,Heteroptera,Heteroptera,NA,Predator,2,Juvenile
no predators,Alnus,APC22,2021,1,Hymenoptera,Hymenoptera,ANT4,Predator,2.9,Adult
no predators,Alnus,APC22,2021,1,Hymenoptera,Hymenoptera,ANT4,Predator,3,Adult
no predators,Alnus,APC22,2021,1,Hymenoptera,Hymenoptera,ANT4,Predator,3,Adult
control,Tillia,TC13,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,12,Juvenile
control,Tillia,TC13,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,12,Juvenile
fertilised,Alnus,AF4,2021,1,Lepidoptera,Lepidoptera,NA,Chewing,11,Juvenile
fertilised,Alnus,AF4,2021,1,araneae,araneae,NA,Predator,2.5,NA
fertilised,Alnus,AF4,2021,1,araneae,araneae,NA,Predator,2,NA
fertilised,Alnus,AF4,2021,1,thysanoptera,thysanoptera,NA,Sucking,1,Juvenile
fertilised,Alnus,AF4,2021,1,ARANEAE,ARANEAE,NA,Predator,1.5,NA
fertilised,Alnus,AF4,2021,1,diptera,diptera,TIPLICE,No relationship,13,Adult
fertilised,Alnus,AF4,2021,1,araneae,araneae,NA,Predator,0.5,NA
fertilised,Alnus,AF4,2021,1,auchenorrhyncha,Heteroptera,NA,Sucking,2,NA
fertilised,Alnus,AF4,2021,1,araneae,araneae,NA,Predator,1.5,NA
fertilised,Alnus,AF4,2021,1,Heteroptera,Heteroptera,NA,Sucking,2.1,Juvenile
fertilised,Alnus,AF4,2021,1,Hymenoptera,Hymenoptera,ANT4,Predator,3,Adult
fertilised,Alnus,AF4,2021,1,Hymenoptera,Hymenoptera,ANT4,Predator,3,Adult
fertilised,Alnus,AF4,2021,1,Hymenoptera,Hymenoptera,ANT4,Predator,3.2,Adult
fertilised,Alnus,AF4,2021,1,thysanoptera,thysanoptera,NA,Sucking,1.1,Adult
control,Alnus,AC12,2020,1,Coleoptera,Coleoptera,Elateridae,Chewing,12,Adult
control,Tillia,TC10,2021,1,Lepidoptera,Lepidoptera,NA,Chewing,12,Juvenile
control,Alnus,AC13,2021,1,Coleoptera,Coleoptera,ELATERIDAE,Chewing,12,Adult
control,Alnus,AC13,2021,1,Coleoptera,Coleoptera,ELATERIDAE,Chewing,12,Adult
control,Tillia,TC12,2021,1,Coleoptera,Coleoptera,ELATERIDAE,Chewing,12,Adult
control,Alnus,AC13,2020,1,Coleoptera,Coleoptera,Elateridae,Chewing,12.5,Adult
control,Alnus,AC10,2020,1,Coleoptera,Coleoptera,Elateridae,Chewing,12.7,Adult
control,Alnus,AC13,2020,1,Coleoptera,Coleoptera,Elateridae,Chewing,12.9,Adult
control,Alnus,AC11,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,13,Juvenile
control,Tillia,TC8,2021,1,lepidoptera,lepidoptera,NA,Chewing,13,Juvenile
control,Tillia,TC14,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,13.5,Juvenile
control,Alnus,AC9,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,13.7,Juvenile
control,Tillia,TC14,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,13.9,Juvenile
control,Tillia,TC13,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,14,Juvenile
control,Tillia,TC13,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,14,Juvenile
control,Tillia,TC14,2021,1,lepidoptera,lepidoptera,NA,Chewing,14,Juvenile
control,Tillia,TC14,2021,1,lepidoptera,lepidoptera,NA,Chewing,14.3,Juvenile
control,Tillia,TC12,2021,1,Coleoptera,Coleoptera,ELATERIDAE,Chewing,14.3,Adult
control,Tillia,TC11,2021,1,Mecoptera,Mecoptera,NA,Predator,15,Adult
control,Tillia,TC14,2021,1,lepidoptera,lepidoptera,NA,Chewing,15.1,Juvenile
control,Alnus,AC13,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,15.2,Juvenile
control,Alnus,AC9,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,16.8,Juvenile
fertilised,Alnus,AF1,2021,1,diptera,diptera,NA,No relationship,2.5,Adult
fertilised,Alnus,AF1,2021,1,diptera,diptera,platypalpus,Predator,2.6,Adult
fertilised,Alnus,AF1,2021,1,araneae,araneae,NA,Predator,4,NA
fertilised,Alnus,AF1,2021,1,araneae,araneae,NA,Predator,1.5,NA
fertilised,Alnus,AF1,2021,1,araneae,araneae,NA,Predator,3.2,NA
fertilised,Alnus,AF1,2021,1,araneae,araneae,NA,Predator,2.8,NA
fertilised,Alnus,AF1,2021,1,diptera,diptera,Sciaridae,No relationship,3.2,Adult
no predators,Tillia,TPC22,2021,1,Lepidoptera,Lepidoptera,NA,Chewing,19,Juvenile
no predators,Tillia,TPC23,2021,1,Heteroptera,Heteroptera,NA,Sucking,1,Juvenile
no predators,Tillia,TPC23,2021,1,Heteroptera,Heteroptera,NA,Sucking,3.1,Juvenile
no predators,Tillia,TPC23,2021,1,diptera,diptera,Sciaridae,No relationship,2.5,Adult
no predators,Tillia,TPC23,2021,1,araneae,araneae,NA,Predator,2,NA
no predators,Tillia,TPC23,2021,1,araneae,araneae,NA,Predator,2,NA
no predators,Tillia,TPC23,2021,1,araneae,araneae,NA,Predator,1,NA
no predators,Tillia,TPC23,2021,1,araneae,araneae,NA,Predator,1,NA
no predators,Tillia,TPC23,2021,1,araneae,araneae,NA,Predator,2,NA
no predators,Tillia,TPC23,2021,1,diptera,diptera,platypalpus,Predator,2.4,Adult
no predators,Tillia,TPC23,2021,1,collembola,collembola,NA,No relationship,1.8,NA
no predators,Tillia,TPC23,2021,1,Coleoptera,Coleoptera,Latridiidae,No relationship,1.5,Adult
no predators,Tillia,TPC23,2021,1,thysanoptera,thysanoptera,NA,Sucking,1.2,Adult
no predators,Tillia,TPC23,2021,1,thysanoptera,thysanoptera,NA,Sucking,1.4,Adult
no predators,Tillia,TPC23,2021,1,Heteroptera,Heteroptera,NA,Sucking,1.7,Juvenile
no predators,Tillia,TPC23,2021,1,Heteroptera,Heteroptera,NA,Sucking,2.5,Juvenile
no predators+fertilised,Tillia,TPF18,2021,1,thysanoptera,thysanoptera,NA,Sucking,1.9,Adult
no predators+fertilised,Tillia,TPF18,2021,1,Coleoptera,Coleoptera,NITINULIDAE,No relationship,2.1,Adult
no predators+fertilised,Tillia,TPF18,2021,1,Hymenoptera,Hymenoptera,CHALCIDOIDEA,Predator,1.2,Adult
no predators+fertilised,Tillia,TPF18,2021,1,Hymenoptera,Hymenoptera,NA,No relationship,18,Adult
no predators,Tillia,TPC27,2021,1,thysanoptera,thysanoptera,NA,Sucking,1.6,Adult
no predators,Tillia,TPC27,2021,1,araneae,araneae,NA,Predator,3,NA
no predators,Tillia,TPC27,2021,1,araneae,araneae,NA,Predator,1.5,NA
no predators,Tillia,TPC27,2021,1,araneae,araneae,NA,Predator,4.5,NA
no predators,Alnus,APC24,2020,1,Lepidoptera,Lepidoptera,NA,Chewing,20.2,Juvenile
no predators,Tillia,TPC27,2021,1,araneae,araneae,NA,Predator,16,NA
no predators,Tillia,TPC27,2021,1,Hymenoptera,Hymenoptera,ANT5,Predator,3.8,Adult
no predators,Tillia,TPC27,2021,1,Hymenoptera,Hymenoptera,ANT5,Predator,3.5,Adult
no predators,Tillia,TPC27,2021,1,Coleoptera,Coleoptera,Latridiidae,No relationship,1.8,Adult
no predators,Tillia,TPC21,2021,1,araneae,araneae,NA,Predator,7,NA
no predators,Tillia,TPC21,2021,1,diptera,diptera,platypalpus,Predator,3,Adult
no predators,Tillia,TPC21,2021,1,diptera,diptera,platypalpus,Predator,3,Adult
no predators,Tillia,TPC21,2021,1,araneae,araneae,NA,Predator,1,NA
no predators,Tillia,TPC21,2021,1,araneae,araneae,NA,Predator,2.3,NA
no predators,Tillia,TPC21,2021,1,opiliones,opiliones,NA,Predator,1,NA
no predators,Tillia,TPC21,2021,1,thysanoptera,thysanoptera,NA,Sucking,1.8,Adult
no predators,Tillia,TPC21,2021,1,Hymenoptera,Hymenoptera,CHALCIDOIDEA,Predator,2,Adult
fertilised,Tillia,TF2,2021,1,LEPIDOPTERA,LEPIDOPTERA,NA,Chewing,19,Juvenile
fertilised,Tillia,TF2,2021,1,Lepidoptera,Lepidoptera,NA,Chewing,12,Juvenile
fertilised,Tillia,TF2,2021,1,Coleoptera,Coleoptera,ELATERIDAE,Chewing,7.5,Adult
fertilised,Tillia,TF2,2021,1,Lepidoptera,Lepidoptera,NA,Chewing,7,Juvenile
fertilised,Tillia,TF2,2021,1,Lepidoptera,Lepidoptera,NA,Chewing,6,Juvenile
fertilised,Tillia,TF2,2021,1,araneae,araneae,NA,Predator,1.6,NA
fertilised,Tillia,TF2,2021,1,araneae,araneae,NA,Predator,1.2,NA
fertilised,Tillia,TF2,2021,1,araneae,araneae,NA,Predator,1.2,NA
fertilised,Tillia,TF2,2021,1,araneae,araneae,NA,Predator,1.6,NA
fertilised,Tillia,TF2,2021,1,Coleoptera,Coleoptera,MORDELLIDAE,No relationship,2.5,Adult
fertilised,Tillia,TF2,2021,1,Hymenoptera,Hymenoptera,Cynipidae,Chewing,2,Adult
no predators+fertilised,Alnus,APF19,2021,1,Lepidoptera,Lepidoptera,NA,Chewing,10.5,Juvenile
no predators+fertilised,Alnus,APF19,2021,1,Lepidoptera,Lepidoptera,NA,Chewing,13,Juvenile
no predators+fertilised,Alnus,APF19,2021,1,opiliones,opiliones,NA,Predator,1,NA
no predators+fertilised,Alnus,APF19,2021,1,araneae,araneae,NA,Predator,2.4,NA
no predators+fertilised,Alnus,APF19,2021,1,orthoptera,ORTHOPTERA,TETTIGONIDAE,Predator,4,Juvenile
no predators+fertilised,Alnus,APF19,2021,1,thysanoptera,thysanoptera,NA,Predator,1.6,Adult
control,Tillia,TC11,2021,1,lepidoptera,lepidoptera,NA,Chewing,17,Juvenile
fertilised,Tillia,TF3,2021,1,Lepidoptera,Lepidoptera,NA,Chewing,14,Juvenile
fertilised,Tillia,TF3,2021,1,collembola,collembola,NA,No relationship,2,NA
fertilised,Tillia,TF3,2021,1,araneae,araneae,NA,Predator,3.8,NA
fertilised,Tillia,TF3,2021,1,araneae,araneae,NA,Predator,1.2,NA
fertilised,Tillia,TF3,2021,1,diptera,diptera,platypalpus,Predator,3.5,Adult
fertilised,Tillia,TF3,2021,1,diptera,diptera,platypalpus,Predator,3,Adult
fertilised,Tillia,TF3,2021,1,diptera,diptera,Sciaridae,No relationship,2.8,Adult
fertilised,Tillia,TF3,2021,1,Hymenoptera,Hymenoptera,CHALCIDOIDEA,Predator,1,Adult
no predators,Alnus,APC25,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,25,Juvenile
fertilised,Tillia,TF5,2021,1,lepidoptera,lepidoptera,NA,Chewing,20,Juvenile
fertilised,Tillia,TF5,2021,1,Coleoptera,Coleoptera,ELATERIDAE,Chewing,12.4,Adult
fertilised,Tillia,TF5,2021,1,diptera,diptera,NA,No relationship,5,Adult
fertilised,Tillia,TF5,2021,1,araneae,araneae,NA,Predator,4,NA
fertilised,Tillia,TF5,2021,1,araneae,araneae,NA,Predator,7,NA
fertilised,Tillia,TF5,2021,1,diptera,diptera,Sciaridae,No relationship,1,Adult
fertilised,Tillia,TF5,2021,1,diptera,diptera,Sciaridae,No relationship,1.2,Adult
fertilised,Tillia,TF5,2021,1,thysanoptera,thysanoptera,NA,Sucking,1.8,Adult
fertilised,Tillia,TF5,2021,1,Heteroptera,Heteroptera,NA,Sucking,2.5,Juvenile
fertilised,Tillia,TF5,2021,1,Coleoptera,Coleoptera,curculionidae,Chewing,3,Adult
fertilised,Tillia,TF5,2021,1,araneae,araneae,NA,Predator,2,NA
fertilised,Tillia,TF5,2021,1,araneae,araneae,NA,Predator,2,NA
fertilised,Tillia,TF5,2021,1,araneae,araneae,NA,Predator,1.7,NA
fertilised,Tillia,TF5,2021,1,araneae,araneae,NA,Predator,4,NA
fertilised,Tillia,TF5,2021,1,Hymenoptera,Hymenoptera,Platygastridae,Predator,2,Adult
fertilised,Tillia,TF5,2021,1,Heteroptera,Heteroptera,NA,Sucking,1.2,Juvenile
no predators+fertilised,Tillia,TPF21,2021,1,orthoptera,ORTHOPTERA,TETTIGONIDAE,Predator,4,Juvenile
no predators+fertilised,Tillia,TPF21,2021,1,araneae,araneae,NA,Predator,3.5,NA
no predators+fertilised,Tillia,TPF21,2021,1,araneae,araneae,NA,Predator,3.5,NA
no predators+fertilised,Tillia,TPF21,2021,1,araneae,araneae,NA,Predator,2,NA
no predators+fertilised,Tillia,TPF21,2021,1,Hymenoptera,Hymenoptera,ANT1,Predator,5.1,Adult
no predators+fertilised,Tillia,TPF21,2021,1,Hymenoptera,Hymenoptera,ANT2- formica fusca,Predator,2.5,Adult
no predators+fertilised,Tillia,TPF21,2021,1,Hymenoptera,Hymenoptera,ANT3,Predator,2,Adult
fertilised,Alnus,AF2,2021,1,Coleoptera,Coleoptera,NA,No relationship,15,Adult
no predators,Alnus,APC26,2021,1,diptera,diptera,NA,No relationship,18,Adult
no predators,Alnus,APC26,2021,1,diptera,diptera,NA,No relationship,18,Adult
fertilised,Tillia,TF7,2021,1,araneae,araneae,NA,No relationship,NA,NA
fertilised,Tillia,TF7,2021,1,diptera,diptera,NA,No relationship,NA,Adult
fertilised,Tillia,TF7,2021,1,diptera,diptera,NA,No relationship,NA,Adult
control,Alnus,AC12,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,21,Juvenile
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF7,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF7,2021,1,sternorrhyncha,Heteroptera,STERNORRHYNCHA,Sucking,NA,Juvenile
fertilised,Alnus,AF7,2021,1,sternorrhyncha,Heteroptera,STERNORRHYNCHA,Sucking,NA,Juvenile
fertilised,Alnus,AF7,2021,1,sternorrhyncha,Heteroptera,STERNORRHYNCHA,Sucking,NA,Juvenile
fertilised,Alnus,AF7,2021,1,sternorrhyncha,Heteroptera,STERNORRHYNCHA,Sucking,NA,Juvenile
fertilised,Alnus,AF7,2021,1,sternorrhyncha,Heteroptera,STERNORRHYNCHA,Sucking,NA,Juvenile
fertilised,Alnus,AF7,2021,1,sternorrhyncha,Heteroptera,STERNORRHYNCHA,Sucking,NA,Juvenile
fertilised,Alnus,AF7,2021,1,sternorrhyncha,Heteroptera,STERNORRHYNCHA,Sucking,NA,Juvenile
fertilised,Alnus,AF7,2021,1,sternorrhyncha,Heteroptera,STERNORRHYNCHA,Sucking,NA,Juvenile
fertilised,Alnus,AF7,2021,1,sternorrhyncha,Heteroptera,STERNORRHYNCHA,Sucking,NA,Juvenile
fertilised,Alnus,AF7,2021,1,sternorrhyncha,Heteroptera,STERNORRHYNCHA,Sucking,NA,Juvenile
fertilised,Alnus,AF7,2021,1,sternorrhyncha,Heteroptera,STERNORRHYNCHA,Sucking,NA,Juvenile
fertilised,Alnus,AF7,2021,1,sternorrhyncha,Heteroptera,STERNORRHYNCHA,Sucking,NA,Juvenile
fertilised,Alnus,AF7,2021,1,sternorrhyncha,Heteroptera,STERNORRHYNCHA,Sucking,NA,Juvenile
fertilised,Alnus,AF7,2021,1,sternorrhyncha,Heteroptera,STERNORRHYNCHA,Sucking,NA,Juvenile
fertilised,Alnus,AF7,2021,1,sternorrhyncha,Heteroptera,STERNORRHYNCHA,Sucking,NA,Juvenile
fertilised,Alnus,AF7,2021,1,sternorrhyncha,Heteroptera,STERNORRHYNCHA,Sucking,NA,Juvenile
fertilised,Alnus,AF7,2021,1,sternorrhyncha,Heteroptera,STERNORRHYNCHA,Sucking,NA,Juvenile
fertilised,Alnus,AF7,2021,1,sternorrhyncha,Heteroptera,STERNORRHYNCHA,Sucking,NA,Juvenile
fertilised,Alnus,AF7,2021,1,sternorrhyncha,Heteroptera,STERNORRHYNCHA,Sucking,NA,Juvenile
fertilised,Alnus,AF7,2021,1,sternorrhyncha,Heteroptera,STERNORRHYNCHA,Sucking,NA,Juvenile
fertilised,Alnus,AF3,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF3,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
fertilised,Alnus,AF3,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,4.08,Adult
